Rxn name	Rxn description	Formula	Gene-reaction association	Reversible	LB	UB	Objective
r_1255	S-adenosyl-L-methionine transport	s_0796[e] + s_1418[e]  -> s_0794[c] + s_1416[c] 	YPL274W	0	  0.00	   Inf	  0.00
r_1256	S-adenosyl-L-methionine transport	s_1416[c]  -> s_1419[m] 	YNL003C	0	  0.00	   Inf	  0.00
r_1257	S-methylmethionine permease	s_0796[e] + s_1425[e]  -> s_0794[c] + s_1424[c] 	YLL061W	0	  0.00	   Inf	  0.00
r_1258	sodium proton antiporter	s_0796[e] + s_1437[c]  -> s_0794[c] + s_1438[e] 	YLR138W	0	  0.00	   Inf	  0.00
r_1260	spermidine transport	s_0794[c] + s_1440[e]  -> s_0796[e] + s_1439[c] 	(YBR132C OR YHL016C OR YKR039W OR YLL028W OR YOR273C OR YPL274W)	0	  0.00	   Inf	  0.00
r_1261	spermidine transport	s_0802[v] + s_1439[c]  -> s_0794[c] + s_1441[v] 	(YLL028W OR YOR273C)	0	  0.00	   Inf	  0.00
r_1262	spermine transport	s_0794[c] + s_1443[e]  -> s_0796[e] + s_1442[c] 	(YGR138C OR YLL028W OR YOR273C OR YPR156C)	0	  0.00	   Inf	  0.00
r_1263	spermine transport	s_0802[v] + s_1442[c]  -> s_0794[c] + s_1444[v] 	(YGR138C OR YLL028W OR YOR273C OR YPR156C)	0	  0.00	   Inf	  0.00
r_1264	succinate transport	s_1326[m] + s_1458[c]  -> s_1322[c] + s_1460[m] 	YLR348C	0	  0.00	   Inf	  0.00
r_1265	succinate-fumarate transport	s_0727[m] + s_1458[c]  -> s_0725[c] + s_1460[m] 	YJR095W	0	  0.00	   Inf	  0.00
r_1266	sulfate uniport	s_1468[e]  -> s_1467[c] 	(YBR294W OR YLR092W)	0	  0.00	   Inf	  0.00
r_1267	sulfite transport	s_1469[c]  -> s_1470[e] 	YPL092W	0	  0.00	   Inf	  0.00
r_1268	taurine transport	s_1471[c]  -> s_1472[e] 		0	  0.00	   Inf	  0.00
r_1269	thiamine diphosphate transport	s_1475[c]  -> s_1477[m] 	YGR096W	0	  0.00	   Inf	  0.00
r_1270	thiamine transport	s_0796[e] + s_1490[e]  -> s_0794[c] + s_1489[c] 	(YLR237W OR YOR071C OR YOR192C)	0	  0.00	   Inf	  0.00
r_1271	UDPgalactose transport	s_1541[c]  -> s_1542[g] 	YPL244C	0	  0.00	   Inf	  0.00
r_1272	uracil transport	s_0796[e] + s_1551[e]  -> s_0794[c] + s_1550[c] 	YBR021W	0	  0.00	   Inf	  0.00
r_1273	urea transport	2 s_0796[e] + s_1553[e]  -> 2 s_0794[c] + s_1552[c] 	YHL016C	0	  0.00	   Inf	  0.00
r_1274	uridine transport	s_0796[e] + s_1557[e]  -> s_0794[c] + s_1556[c] 	YBL042C	0	  0.00	   Inf	  0.00
r_1275	UTP transport	s_0716[m] + s_0794[c] + s_1547[m] + s_1559[c]  -> s_0714[c] + s_0799[m] + s_1545[c] + s_1560[m] 	YBR192W	0	  0.00	   Inf	  0.00
r_1276	UTP/UMP antiport	2 s_0794[c] + s_1547[m] + s_1559[c]  -> 2 s_0799[m] + s_1545[c] + s_1560[m] 	YBR192W	0	  0.00	   Inf	  0.00
r_1277	water diffusion	s_0805[e]  -> s_0803[c] 	(YLL052C OR YPR192W)	0	  0.00	   Inf	  0.00
r_1278	zymosterol transport	s_1571[e]  -> s_1568[ce] 	(YIL013C OR YOR011W)	0	  0.00	   Inf	  0.00
r_1657	arginine transport	s_0794[c] + s_0965[c]  -> s_0799[m] + s_0967[m] 		0	  0.00	   Inf	  0.00
r_2034	pyruvate transport	s_0794[c] + s_1399[c]  -> s_0799[m] + s_1401[m] 	((YGL080W AND YGR243W) OR (YGL080W AND YHR162W))	0	  0.00	   Inf	  0.00
r_2079	trehalose transporter	s_0794[c] + s_1520[c]  -> s_0796[e] + s_1521[e] 	YGR289C	0	  0.00	   Inf	  0.00
r_2132	oxoglutarate/malate exchange	s_0066[c] + s_0182[m]  -> s_0068[m] + s_0180[c] 	(YOR222W OR YPL134C)	0	  0.00	   Inf	  0.00
r_2219	fatty acyl-CoA transport via ABC system (C12:0)	s_0434[c] + s_0803[c] + s_1073[c]  -> s_0394[c] + s_0794[c] + s_1076[p] + s_1322[c] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2220	fatty acyl-CoA transport via ABC system (C14:0)	s_0434[c] + s_0803[c] + s_1176[c]  -> s_0394[c] + s_0794[c] + s_1179[p] + s_1322[c] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2221	fatty acyl-CoA transport via ABC system (C16:0)	s_0434[c] + s_0803[c] + s_1302[c]  -> s_0394[c] + s_0794[c] + s_1305[p] + s_1322[c] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2222	fatty acyl-CoA transport via ABC system (C16:1)	s_0434[c] + s_0803[c] + s_2877[c]  -> s_0394[c] + s_0794[c] + s_1322[c] + s_2854[p] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2223	fatty acyl-CoA transport via ABC system (C18:0)	s_0434[c] + s_0803[c] + s_1454[c]  -> s_0394[c] + s_0794[c] + s_1322[c] + s_1457[p] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2224	fatty acyl-CoA transport via ABC system (C18:1)	s_0434[c] + s_0803[c] + s_1262[c]  -> s_0394[c] + s_0794[c] + s_1265[p] + s_1322[c] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2225	fatty acyl-CoA transport via ABC system (C20:0)	s_0434[c] + s_0803[c] + s_2878[c]  -> s_0394[c] + s_0794[c] + s_1322[c] + s_2879[p] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2226	fatty acyl-CoA transport via ABC system (C22:0)	s_0434[c] + s_0803[c] + s_2880[c]  -> s_0394[c] + s_0794[c] + s_1322[c] + s_2881[p] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2227	fatty acyl-CoA transport via ABC system (C24:0)	s_0434[c] + s_0803[c] + s_1479[c]  -> s_0394[c] + s_0794[c] + s_1322[c] + s_1482[p] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_2228	fatty acyl-CoA transport via ABC system (C26:0)	s_0434[c] + s_0803[c] + s_0816[c]  -> s_0394[c] + s_0794[c] + s_0819[p] + s_1322[c] 	(YKL188C AND YPL147W)	0	  0.00	   Inf	  0.00
r_1357	isa complex sphingolipid	s_0892[g]  -> 0.80645 s_0536[g] 		0	  0.00	   Inf	  0.00
r_1358	isa complex sphingolipid	s_1114[g]  -> 0.90323 s_0536[g] 		0	  0.00	   Inf	  0.00
r_1359	isa complex sphingolipid	s_0859[g]  -> s_0536[g] 		0	  0.00	   Inf	  0.00
r_1360	isa complex sphingolipid	s_0893[m]  -> 0.80645 s_0537[m] 		0	  0.00	   Inf	  0.00
r_1361	isa complex sphingolipid	s_1115[m]  -> 0.90323 s_0537[m] 		0	  0.00	   Inf	  0.00
r_1362	isa complex sphingolipid	s_0860[m]  -> s_0537[m] 		0	  0.00	   Inf	  0.00
r_1363	isa dolichol	s_1483[lp]  -> 0.63636 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1364	isa dolichol	s_1310[lp]  -> 0.68182 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1365	isa dolichol	s_0829[lp]  -> 0.72727 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1366	isa dolichol	s_0814[lp]  -> 0.77273 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1367	isa dolichol	s_1246[lp]  -> 0.81818 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1368	isa dolichol	s_1229[lp]  -> 0.86364 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1369	isa dolichol	s_0845[lp]  -> 0.90909 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1370	isa dolichol	s_0813[lp]  -> 0.95455 s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1371	isa dolichol	s_0640[lp]  -> s_0643[lp] 		0	  0.00	   Inf	  0.00
r_1449	isa IPC	s_0907[g]  -> 0.96 s_0892[g] 		0	  0.00	   Inf	  0.00
r_1450	isa IPC	s_0910[g]  -> s_0892[g] 		0	  0.00	   Inf	  0.00
r_1451	isa IPC	s_0913[g]  -> 0.96 s_0892[g] 		0	  0.00	   Inf	  0.00
r_1452	isa IPC	s_0916[g]  -> s_0892[g] 		0	  0.00	   Inf	  0.00
r_1453	isa IPC	s_0895[g]  -> 0.96 s_0892[g] 		0	  0.00	   Inf	  0.00
r_1454	isa IPC	s_0898[g]  -> s_0892[g] 		0	  0.00	   Inf	  0.00
r_1455	isa IPC	s_0901[g]  -> 0.96 s_0892[g] 		0	  0.00	   Inf	  0.00
r_1456	isa IPC	s_0904[g]  -> s_0892[g] 		0	  0.00	   Inf	  0.00
r_1457	isa IPC	s_0919[g]  -> 0.96 s_0892[g] 		0	  0.00	   Inf	  0.00
r_1458	isa IPC	s_0922[g]  -> s_0892[g] 		0	  0.00	   Inf	  0.00
r_1459	isa IPC	s_0906[er]  -> 0.96 s_0891[er] 		0	  0.00	   Inf	  0.00
r_1460	isa IPC	s_0909[er]  -> s_0891[er] 		0	  0.00	   Inf	  0.00
r_1461	isa IPC	s_0912[er]  -> 0.96 s_0891[er] 		0	  0.00	   Inf	  0.00
r_1462	isa IPC	s_0915[er]  -> s_0891[er] 		0	  0.00	   Inf	  0.00
r_1463	isa IPC	s_0894[er]  -> 0.96 s_0891[er] 		0	  0.00	   Inf	  0.00
r_1464	isa IPC	s_0897[er]  -> s_0891[er] 		0	  0.00	   Inf	  0.00
r_1465	isa IPC	s_0900[er]  -> 0.96 s_0891[er] 		0	  0.00	   Inf	  0.00
r_1466	isa IPC	s_0903[er]  -> s_0891[er] 		0	  0.00	   Inf	  0.00
r_1467	isa IPC	s_0918[er]  -> 0.96 s_0891[er] 		0	  0.00	   Inf	  0.00
r_1468	isa IPC	s_0921[er]  -> s_0891[er] 		0	  0.00	   Inf	  0.00
r_1469	isa IPC	s_0908[m]  -> 0.96 s_0893[m] 		0	  0.00	   Inf	  0.00
r_1470	isa IPC	s_0911[m]  -> s_0893[m] 		0	  0.00	   Inf	  0.00
r_1471	isa IPC	s_0914[m]  -> 0.96 s_0893[m] 		0	  0.00	   Inf	  0.00
r_1472	isa IPC	s_0917[m]  -> s_0893[m] 		0	  0.00	   Inf	  0.00
r_1473	isa IPC	s_0896[m]  -> 0.96 s_0893[m] 		0	  0.00	   Inf	  0.00
r_1474	isa IPC	s_0899[m]  -> s_0893[m] 		0	  0.00	   Inf	  0.00
r_1475	isa IPC	s_0902[m]  -> 0.96 s_0893[m] 		0	  0.00	   Inf	  0.00
r_1476	isa IPC	s_0905[m]  -> s_0893[m] 		0	  0.00	   Inf	  0.00
r_1477	isa IPC	s_0920[m]  -> 0.96 s_0893[m] 		0	  0.00	   Inf	  0.00
r_1478	isa IPC	s_0923[m]  -> s_0893[m] 		0	  0.00	   Inf	  0.00
r_1479	isa M(IP)2C	s_0862[g]  -> 0.96774 s_0859[g] 		0	  0.00	   Inf	  0.00
r_1480	isa M(IP)2C	s_0865[g]  -> s_0859[g] 		0	  0.00	   Inf	  0.00
r_1481	isa M(IP)2C	s_0874[g]  -> 0.96774 s_0859[g] 		0	  0.00	   Inf	  0.00
r_1482	isa M(IP)2C	s_0877[g]  -> s_0859[g] 		0	  0.00	   Inf	  0.00
r_1483	isa M(IP)2C	s_0868[g]  -> 0.96774 s_0859[g] 		0	  0.00	   Inf	  0.00
r_1484	isa M(IP)2C	s_0871[g]  -> s_0859[g] 		0	  0.00	   Inf	  0.00
r_1485	isa M(IP)2C	s_0880[g]  -> 0.96774 s_0859[g] 		0	  0.00	   Inf	  0.00
r_1486	isa M(IP)2C	s_0883[g]  -> s_0859[g] 		0	  0.00	   Inf	  0.00
r_1487	isa M(IP)2C	s_0886[g]  -> 0.96774 s_0859[g] 		0	  0.00	   Inf	  0.00
r_1488	isa M(IP)2C	s_0889[g]  -> s_0859[g] 		0	  0.00	   Inf	  0.00
r_1489	isa M(IP)2C	s_0861[er]  -> 0.96774 s_0858[er] 		0	  0.00	   Inf	  0.00
r_1490	isa M(IP)2C	s_0864[er]  -> s_0858[er] 		0	  0.00	   Inf	  0.00
r_1491	isa M(IP)2C	s_0873[er]  -> 0.96774 s_0858[er] 		0	  0.00	   Inf	  0.00
r_1492	isa M(IP)2C	s_0876[er]  -> s_0858[er] 		0	  0.00	   Inf	  0.00
r_1493	isa M(IP)2C	s_0867[er]  -> 0.96774 s_0858[er] 		0	  0.00	   Inf	  0.00
r_1494	isa M(IP)2C	s_0870[er]  -> s_0858[er] 		0	  0.00	   Inf	  0.00
r_1495	isa M(IP)2C	s_0879[er]  -> 0.96774 s_0858[er] 		0	  0.00	   Inf	  0.00
r_1496	isa M(IP)2C	s_0882[er]  -> s_0858[er] 		0	  0.00	   Inf	  0.00
r_1497	isa M(IP)2C	s_0885[er]  -> 0.96774 s_0858[er] 		0	  0.00	   Inf	  0.00
r_1498	isa M(IP)2C	s_0888[er]  -> s_0858[er] 		0	  0.00	   Inf	  0.00
r_1499	isa M(IP)2C	s_0863[m]  -> 0.96774 s_0860[m] 		0	  0.00	   Inf	  0.00
r_1500	isa M(IP)2C	s_0866[m]  -> s_0860[m] 		0	  0.00	   Inf	  0.00
r_1501	isa M(IP)2C	s_0875[m]  -> 0.96774 s_0860[m] 		0	  0.00	   Inf	  0.00
r_1502	isa M(IP)2C	s_0878[m]  -> s_0860[m] 		0	  0.00	   Inf	  0.00
r_1503	isa M(IP)2C	s_0869[m]  -> 0.96774 s_0860[m] 		0	  0.00	   Inf	  0.00
r_1504	isa M(IP)2C	s_0872[m]  -> s_0860[m] 		0	  0.00	   Inf	  0.00
r_1505	isa M(IP)2C	s_0881[m]  -> 0.96774 s_0860[m] 		0	  0.00	   Inf	  0.00
r_1506	isa M(IP)2C	s_0884[m]  -> s_0860[m] 		0	  0.00	   Inf	  0.00
r_1507	isa M(IP)2C	s_0887[m]  -> 0.96774 s_0860[m] 		0	  0.00	   Inf	  0.00
r_1508	isa M(IP)2C	s_0890[m]  -> s_0860[m] 		0	  0.00	   Inf	  0.00
r_1509	isa MIPC	s_1129[g]  -> 0.96429 s_1114[g] 		0	  0.00	   Inf	  0.00
r_1510	isa MIPC	s_1132[g]  -> s_1114[g] 		0	  0.00	   Inf	  0.00
r_1511	isa MIPC	s_1135[g]  -> 0.96429 s_1114[g] 		0	  0.00	   Inf	  0.00
r_1512	isa MIPC	s_1138[g]  -> s_1114[g] 		0	  0.00	   Inf	  0.00
r_1513	isa MIPC	s_1117[g]  -> 0.96429 s_1114[g] 		0	  0.00	   Inf	  0.00
r_1514	isa MIPC	s_1120[g]  -> s_1114[g] 		0	  0.00	   Inf	  0.00
r_1515	isa MIPC	s_1123[g]  -> 0.96429 s_1114[g] 		0	  0.00	   Inf	  0.00
r_1516	isa MIPC	s_1126[g]  -> s_1114[g] 		0	  0.00	   Inf	  0.00
r_1517	isa MIPC	s_1141[g]  -> 0.96429 s_1114[g] 		0	  0.00	   Inf	  0.00
r_1518	isa MIPC	s_1144[g]  -> s_1114[g] 		0	  0.00	   Inf	  0.00
r_1519	isa MIPC	s_1128[er]  -> 0.96429 s_1113[er] 		0	  0.00	   Inf	  0.00
r_1520	isa MIPC	s_1131[er]  -> s_1113[er] 		0	  0.00	   Inf	  0.00
r_1521	isa MIPC	s_1134[er]  -> 0.96429 s_1113[er] 		0	  0.00	   Inf	  0.00
r_1522	isa MIPC	s_1137[er]  -> s_1113[er] 		0	  0.00	   Inf	  0.00
r_1523	isa MIPC	s_1116[er]  -> 0.96429 s_1113[er] 		0	  0.00	   Inf	  0.00
r_1524	isa MIPC	s_1119[er]  -> s_1113[er] 		0	  0.00	   Inf	  0.00
r_1525	isa MIPC	s_1122[er]  -> 0.96429 s_1113[er] 		0	  0.00	   Inf	  0.00
r_1526	isa MIPC	s_1125[er]  -> s_1113[er] 		0	  0.00	   Inf	  0.00
r_1527	isa MIPC	s_1140[er]  -> 0.96429 s_1113[er] 		0	  0.00	   Inf	  0.00
r_1528	isa MIPC	s_1143[er]  -> s_1113[er] 		0	  0.00	   Inf	  0.00
r_1529	isa MIPC	s_1130[m]  -> 0.96429 s_1115[m] 		0	  0.00	   Inf	  0.00
r_1530	isa MIPC	s_1133[m]  -> s_1115[m] 		0	  0.00	   Inf	  0.00
r_1531	isa MIPC	s_1136[m]  -> 0.96429 s_1115[m] 		0	  0.00	   Inf	  0.00
r_1532	isa MIPC	s_1139[m]  -> s_1115[m] 		0	  0.00	   Inf	  0.00
r_1533	isa MIPC	s_1118[m]  -> 0.96429 s_1115[m] 		0	  0.00	   Inf	  0.00
r_1534	isa MIPC	s_1121[m]  -> s_1115[m] 		0	  0.00	   Inf	  0.00
r_1535	isa MIPC	s_1124[m]  -> 0.96429 s_1115[m] 		0	  0.00	   Inf	  0.00
r_1536	isa MIPC	s_1127[m]  -> s_1115[m] 		0	  0.00	   Inf	  0.00
r_1537	isa MIPC	s_1142[m]  -> 0.96429 s_1115[m] 		0	  0.00	   Inf	  0.00
r_1538	isa MIPC	s_1145[m]  -> s_1115[m] 		0	  0.00	   Inf	  0.00
r_3963	isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-16:1)	s_3545[c]  -> 0.67213 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3964	isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-16:1)	s_3547[c]  -> 0.67213 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3965	isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-16:1)	s_3549[c]  -> 0.70492 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3966	isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-16:1)	s_3551[c]  -> 0.70492 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3967	isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:0, 2-18:1)	s_3553[c]  -> 0.70492 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3968	isa 1-phosphatidyl-1D-myo-inositol for PI (1-16:1, 2-18:1)	s_3555[c]  -> 0.70492 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3969	isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:0, 2-18:1)	s_3557[c]  -> 0.7377 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3970	isa 1-phosphatidyl-1D-myo-inositol for PI (1-18:1, 2-18:1)	s_3559[c]  -> 0.7377 s_0089[c] 		0	  0.00	   Inf	  0.00
r_3971	isa ergosterol ester for ergosteryl palmitoleate	s_3443[erm]  -> 0.95652 s_3709[erm] 		0	  0.00	   Inf	  0.00
r_3972	isa ergosterol ester for ergosteryl oleate	s_3442[erm]  -> s_3709[erm] 		0	  0.00	   Inf	  0.00
r_3974	isa fatty acid for myristate	s_1161[c]  -> 0.53846 s_0694[c] 		0	  0.00	   Inf	  0.00
r_3975	isa fatty acid for palmitate	s_1286[c]  -> 0.61538 s_0694[c] 		0	  0.00	   Inf	  0.00
r_3976	isa fatty acid for palmitoleate	s_1293[c]  -> 0.61538 s_0694[c] 		0	  0.00	   Inf	  0.00
r_3977	isa fatty acid for stearate	s_1449[c]  -> 0.69231 s_0694[c] 		0	  0.00	   Inf	  0.00
r_3978	isa fatty acid for oleate	s_1260[c]  -> 0.69231 s_0694[c] 		0	  0.00	   Inf	  0.00
r_3979	isa phosphatidyl-L-serine for PS (1-16:0, 2-16:1)	s_3109[erm]  -> 0.65517 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3980	isa phosphatidyl-L-serine for PS (1-16:1, 2-16:1)	s_3110[erm]  -> 0.65517 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3981	isa phosphatidyl-L-serine for PS (1-18:0, 2-16:1)	s_3111[erm]  -> 0.68966 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3982	isa phosphatidyl-L-serine for PS (1-18:1, 2-16:1)	s_3112[erm]  -> 0.68966 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3983	isa phosphatidyl-L-serine for PS (1-16:0, 2-18:1)	s_3113[erm]  -> 0.68966 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3984	isa phosphatidyl-L-serine for PS (1-16:1, 2-18:1)	s_3114[erm]  -> 0.68966 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3985	isa phosphatidyl-L-serine for PS (1-18:0, 2-18:1)	s_3115[erm]  -> 0.72414 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3986	isa phosphatidyl-L-serine for PS (1-18:1, 2-18:1)	s_3116[erm]  -> 0.72414 s_3710[erm] 		0	  0.00	   Inf	  0.00
r_3988	isa phosphatidylcholine for PC (1-16:0, 2-16:1)	s_3207[erm]  -> 0.66667 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3989	isa phosphatidylcholine for PC (1-16:1, 2-16:1)	s_3208[erm]  -> 0.66667 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3990	isa phosphatidylcholine for PC (1-18:0, 2-16:1)	s_3209[erm]  -> 0.7 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3991	isa phosphatidylcholine for PC (1-18:1, 2-16:1)	s_3210[erm]  -> 0.7 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3992	isa phosphatidylcholine for PC (1-16:0, 2-18:1)	s_3211[erm]  -> 0.7 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3993	isa phosphatidylcholine for PC (1-16:1, 2-18:1)	s_3212[erm]  -> 0.7 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3994	isa phosphatidylcholine for PC (1-18:0, 2-18:1)	s_3213[erm]  -> 0.73333 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3995	isa phosphatidylcholine for PC (1-18:1, 2-18:1)	s_3214[erm]  -> 0.73333 s_3711[erm] 		0	  0.00	   Inf	  0.00
r_3997	isa phosphatidylethanolamine for PE (1-16:0, 2-16:1)	s_3181[erm]  -> 0.64912 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_3998	isa phosphatidylethanolamine for PE (1-16:1, 2-16:1)	s_3185[erm]  -> 0.64912 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_3999	isa phosphatidylethanolamine for PE (1-18:0, 2-16:1)	s_3187[erm]  -> 0.68421 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4000	isa phosphatidylethanolamine for PE (1-18:1, 2-16:1)	s_3189[erm]  -> 0.68421 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4001	isa phosphatidylethanolamine for PE (1-16:0, 2-18:1)	s_3191[erm]  -> 0.68421 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4002	isa phosphatidylethanolamine for PE (1-16:1, 2-18:1)	s_3193[erm]  -> 0.68421 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4003	isa phosphatidylethanolamine for PE (1-18:0, 2-18:1)	s_3195[erm]  -> 0.7193 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4004	isa phosphatidylethanolamine for PE (1-18:1, 2-18:1)	s_3197[erm]  -> 0.7193 s_3712[erm] 		0	  0.00	   Inf	  0.00
r_4006	isa triglyceride for TAG (1-16:0, 2-16:1, 3-16:0)	s_3011[erm]  -> 0.62963 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4007	isa triglyceride for TAG (1-16:0, 2-18:1, 3-16:0)	s_3012[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4008	isa triglyceride for TAG (1-16:1, 2-16:1, 3-16:0)	s_3013[erm]  -> 0.62963 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4009	isa triglyceride for TAG (1-16:1, 2-18:1, 3-16:0)	s_3014[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4010	isa triglyceride for TAG (1-18:0, 2-16:1, 3-16:0)	s_3015[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4011	isa triglyceride for TAG (1-18:0, 2-18:1, 3-16:0)	s_3016[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4012	isa triglyceride for TAG (1-18:1, 2-16:1, 3-16:0)	s_3017[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4013	isa triglyceride for TAG (1-18:1, 2-18:1, 3-16:0)	s_3018[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4014	isa triglyceride for TAG (1-16:0, 2-16:1, 3-16:1)	s_3019[erm]  -> 0.62963 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4015	isa triglyceride for TAG (1-16:0, 2-18:1, 3-16:1)	s_3020[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4016	isa triglyceride for TAG (1-16:1, 2-16:1, 3-16:1)	s_3021[erm]  -> 0.62963 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4017	isa triglyceride for TAG (1-16:1, 2-18:1, 3-16:1)	s_3022[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4018	isa triglyceride for TAG (1-18:0, 2-16:1, 3-16:1)	s_3023[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4019	isa triglyceride for TAG (1-18:0, 2-18:1, 3-16:1)	s_3024[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4020	isa triglyceride for TAG (1-18:1, 2-16:1, 3-16:1)	s_3025[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4021	isa triglyceride for TAG (1-18:1, 2-18:1, 3-16:1)	s_3026[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4022	isa triglyceride for TAG (1-16:0, 2-16:1, 3-18:0)	s_3027[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4023	isa triglyceride for TAG (1-16:0, 2-18:1, 3-18:0)	s_3028[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4024	isa triglyceride for TAG (1-16:1, 2-16:1, 3-18:0)	s_3029[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4025	isa triglyceride for TAG (1-16:1, 2-18:1, 3-18:0)	s_3030[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4026	isa triglyceride for TAG (1-18:0, 2-16:1, 3-18:0)	s_3031[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4027	isa triglyceride for TAG (1-18:0, 2-18:1, 3-18:0)	s_3032[erm]  -> 0.7037 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4028	isa triglyceride for TAG (1-18:1, 2-16:1, 3-18:0)	s_3033[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4029	isa triglyceride for TAG (1-18:1, 2-18:1, 3-18:0)	s_3034[erm]  -> 0.7037 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4030	isa triglyceride for TAG (1-16:0, 2-16:1, 3-18:1)	s_3035[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4031	isa triglyceride for TAG (1-16:0, 2-18:1, 3-18:1)	s_3036[erm]  -> 0.67901 s_3713[erm] 		0	  0.00	   Inf	  0.00
r_4032	isa triglyceride for TAG (1-16:1, 2-16:1, 3-18:1)	s_3037[erm]  -> 0.65432 s_3713[erm] 		0	  0.00	   Inf	  0.00
