(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
7-HETE	CCCCCC=CCC=CCC=CC(C=CCCCC(=O)O)O
7-Hydroxy-Octanoate	CC(CCCCCC(=O)O)O
7-Ketolithocholate	CC(CCC(=O)[O-])C1CCC2C1(CCC3C2C(=O)CC4C3(CCC(C4)O)C)C
7-dehydrodesmosterol	CC(CCC=C(C)C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
7-hexadecenoyl-CoA	CCCCCCCCC=CCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
7-hydroxy-D4-neuroprostane	CCC=CCC=CCC1C(C(CC1=O)O)C=CC(CC=CCCC(=O)O)O
7-hydroxymethyl-12-methylbenz[a]anthracene	CC1=C2C(=C(C3=CC=CC=C13)CO)C=CC4=CC=CC=C42
7-hydroxymethyl-12-methylbenz[a]anthracene sulfate	CC1=C2C(=C(C3=CC=CC=C13)COS(=O)(=O)O)C=CC4=CC=CC=C42
7-palmitoleic acid	CCCCCCCCCC=CCCCCC(=O)O
7Z,10Z-Hexadecadienoic Acid	CCCCCC=CCC=CCCCCCC(=O)O
7alpha,12alpha-dihydroxy-5beta-cholestan-3-one	CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4C3(CCC(=O)C4)C)O)O)C
7alpha,12alpha-dihydroxycholest-4-en-3-one	CC(C)CCCC(C)C1CCC2C1(C(CC3C2C(CC4=CC(=O)CCC34C)O)O)C
7alpha,25-dihydroxy-4-cholesten-3-one	CC(CCCC(C)(C)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C
7alpha-hydroxy-3-oxo-4-cholestenoic acid	CC(CCCC(C)C(=O)O)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C
7alpha-hydroxy-5beta-cholestan-3-one	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4C3(CCC(=O)C4)C)O)C
7alpha-hydroxycholest-4-en-3-one	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(CC4=CC(=O)CCC34C)O)C
7alpha-hydroxycholesterol	CC(C)CCCC(C)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
7alpha-hydroxypregnenolone	CC(=O)C1CCC2C1(CCC3C2C(C=C4C3(CCC(C4)O)C)O)C
8(S)-HETE	CCCCCC=CCC=CC=CC(CC=CCCCC(=O)O)O
8(S)-HPETE	CCCCCC=CCC=CC=CC(CC=CCCCC(=O)O)OO
8,11-eicosadienoic acid	CCCCCCCCC=CCC=CCCCCCCC(=O)O
8,9-DHET	CCCCCC=CCC=CCC(C(CC=CCCCC(=O)O)O)O
8,9-EET	CCCCCC=CCC=CCC1C(O1)CC=CCCCC(=O)O
8-Dehydrocholesterol	CC(C)CCCC(C)C1CCC2C1(CCC3=C2CC=C4C3(CCC(C4)O)C)C
8-HETE	CCCCCC=CCC=CC=CC(CC=CCCCC(=O)O)O
9(10)-EpOME	CCCCCC=CCC1C(O1)CCCCCCCC(=O)O
9(S)-HPODE	CCCCCC=CC=CC(CCCCCCCC(=O)O)OO
9,10-hydroxyoctadec-12(Z)-enoate	CCCCCC=CCC(C(CCCCCCCC(=O)O)O)O
9,13-cis-retinoate	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
9-HETE	CCCCCC=CCC=CCC(C=CC=CCCCC(=O)O)O
9-O-acetylated-GD3	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)O)OC3(CC(C(C(O3)C(C(CO)OC4(CC(C(C(O4)C(C(COC(=O)C)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC(=O)C)O
9-cis-retinal	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
9-cis-retinoate	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)[O-])C)C
9-cis-retinol	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
9-cis-retinoyl-beta-D-glucuronide	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C)C
9-deoxy-delta12-PGD2	CCCCCC(CC=C1C(CCC1=O)CC=CCCCC(=O)O)O
9-eicosenoic acid	CCCCCCCCCCC=CCCCCCCCC(=O)O
9-heptadecylenic acid	CCCCCCCC=CCCCCCCCC(=O)O
9-hydroxybenzo[a]pyrene	C1=CC2=C3C(=C1)C=CC4=C5C=C(C=CC5=CC(=C43)C=C2)O
9-hydroxybenzo[a]pyrene-4,5-oxide	C1=CC2=C3C(=C1)C4C(O4)C5=C3C(=C6C=C(C=CC6=C5)O)C=C2
ADP	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N
ADP-glucose	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N
ADP-mannose	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N
ADP-ribose	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)O)O)O)O)O)N
AICAR	C1=NC(=C(N1C2C(C(C(O2)CO)O)O)N)C(=O)N
AIR	CC(C)C1(C(=O)N(C2=CC=CC=C2S1)C)C3=CC=CC=C3OCCCCN4CCN(CC4)CCC5=CC(=C(C(=C5)OC)OC)OC.Cl.Cl
AKG	C(CC(=O)O)C(=O)C(=O)O
AMP	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)O)O)O)N
APE	CN1CCC=C(C1)C(=O)OCC#C.Br
ATP	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
Acetaminophen glucuronide	CC(=O)NC1=CC=C(C=C1)OC2C(C(C(C(O2)C(=O)O)O)O)O
Acetyl-Glycine	CC(=O)NCC(=O)O
Acetyl-L-Lysine	CC(=O)NC(CCCCN)C(=O)O
Acetylhomoserine	CC(=O)OCCC(C(=O)O)N
Acrylate	C=CC(=O)[O-]
Adipic Acid	C(CCC(=O)O)CC(=O)O
Alanyl-Arginyl-Cysteine	CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CS)C(=O)O)N
Alanyl-Arginyl-Glycine	CC(C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)O)N
Alanyl-Asparaginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(C)N
Alanyl-Glycyl-Lysine	CC(C(=O)NCC(=O)NC(CCCCN)C(=O)O)N
Alanyl-Histidyl-Alanine	CC(C(=O)NC(CC1=CN=CN1)C(=O)NC(C)C(=O)O)N
All-Trans-3,4-Didehydroretinoate	CC1=C(C(CC=C1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C
Alpha-Linolenyl Carnitine	CCC=CCC=CCC=CCCCCCCCC(=O)OC(CCC(=O)[O-])[N+](C)(C)C
Arginyl-Alanyl-Alanine	CC(C(=O)NC(C)C(=O)O)NC(=O)C(CCCN=C(N)N)N
Arginyl-Alanyl-Threonine	CC(C(C(=O)O)NC(=O)C(C)NC(=O)C(CCCN=C(N)N)N)O
Arginyl-Arginine	C(CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)CN=C(N)N
Arginyl-Arginyl-Lysine	C(CCN)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N
Arginyl-Glutamyl-Proline	C1CC(N(C1)C(=O)C(CCC(=O)O)NC(=O)C(CCCN=C(N)N)N)C(=O)O
Arginyl-Glycyl-Glycine	C(CC(C(=O)NCC(=O)NCC(=O)O)N)CN=C(N)N
Arginyl-Histidyl-Threonine	CC(C(C(=O)O)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCCN=C(N)N)N)O
Arginyl-Leucyl-Phenylalanine	CC(C)CC(C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C(CCCN=C(N)N)N
Arginyl-Prolyl-Methionine	CSCCC(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)N
Arginyl-Prolyl-Threonine	CC(C(C(=O)O)NC(=O)C1CCCN1C(=O)C(CCCN=C(N)N)N)O
Arginyl-Seryl-Serine	C(CC(C(=O)NC(CO)C(=O)NC(CO)C(=O)O)N)CN=C(N)N
Arginyl-Valyl-Cysteine	CC(C)C(C(=O)NC(CS)C(=O)O)NC(=O)C(CCCN=C(N)N)N
Arginyl-Valyl-Tryptophan	CC(C)C(C(=O)NC(CC1=CNC2=CC=CC=C21)C(=O)O)NC(=O)C(CCCN=C(N)N)N
Asparaginyl-Alanyl-Arginine	CC(C(=O)NC(CCCN=C(N)N)C(=O)O)NC(=O)C(CC(=O)N)N
Asparaginyl-Asparaginyl-Arginine	C(CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CC(=O)N)N)CN=C(N)N
Asparaginyl-Cysteinyl-Cysteine	C(C(C(=O)NC(CS)C(=O)NC(CS)C(=O)O)N)C(=O)N
Asparaginyl-Methionyl-Proline	CSCCC(C(=O)N1CCCC1C(=O)O)NC(=O)C(CC(=O)N)N
Asparaginyl-Phenylalanyl-Cysteine	C1=CC=C(C=C1)CC(C(=O)NC(CS)C(=O)O)NC(=O)C(CC(=O)N)N
Asparaginyl-Tyrosyl-Glycine	C1=CC(=CC=C1CC(C(=O)NCC(=O)O)NC(=O)C(CC(=O)N)N)O
Asparaginyl-Tyrosyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CC(=O)N)N
Asparaginyl-Tyrosyl-Threonine	CC(C(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CC(=O)N)N)O
Aspartyl-Glutamate	C(CC(=O)O)C(C(=O)O)NC(=O)C(CC(=O)O)N
Aspartyl-Glutamyl-Proline	C1CC(N(C1)C(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)N)C(=O)O
Aspartyl-Glutamyl-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)N
Aspartyl-Histidyl-Cysteine	C1=C(NC=N1)CC(C(=O)NC(CS)C(=O)O)NC(=O)C(CC(=O)O)N
Aspartyl-Histidyl-Proline	C1CC(N(C1)C(=O)C(CC2=CN=CN2)NC(=O)C(CC(=O)O)N)C(=O)O
Aspartyl-Lysyl-Histidine	C1=C(NC=N1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CC(=O)O)N
Aspartyl-Prolyl-Lysine	C1CC(N(C1)C(=O)C(CC(=O)O)N)C(=O)NC(CCCCN)C(=O)O
Aspartyl-Valyl-Asparagine	CC(C)C(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CC(=O)O)N
Benzo[A]Pyrene-4,5-Diol	C1=CC=C2C3=C4C(=CC2=C1)C(=C(C5=CC=CC(=C54)C=C3)O)O
Benzo[A]Pyrene-9,10-Diol	C1=CC2=C3C(=C1)C=CC4=C3C(=CC5=C4C(=C(C=C5)O)O)C=C2
Benzoyl Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4)O
Beta-Glucans	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
Beta-Tocopherol	CC1=CC(=C(C2=C1OC(CC2)(C)CCCC(C)CCCC(C)CCCC(C)C)C)O
CDP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
CDP-choline	C[N+](C)(C)CCOP(=O)([O-])OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
CDP-ethanolamine	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCCN)O)O
CDP-glycerol	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC(CO)O)O)O
CMP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)O)O)O
CMP-2-aminoethylphosphonate	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(CCN)O)O)O
CMP-N-acetylneuraminate	CC(=O)NC1C(CC(OC1C(C(CO)O)O)(C(=O)O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)O
CMP-N-trimethyl-2-aminoethylphosphonate	C[N+](C)(C)CCP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O
CO	[Co]
CO2	C(=O)=O
CTP	C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O
Ca2+	[Ca+2]
Chenodeoxycholate	CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Cholic acid 3-sulfate	CC(CCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)O)C
Cis,Cis-11,14-Eicosadienoic Acid	CCCCCC=CCC=CCCCCCCCCCC(=O)O
CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
Coprostanol	CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C
Cu2+	[Cu+2]
Cyanate	C(=[N-])=O
D-3-amino-isobutanoate	CC(CN)C(=O)O
D-Arabitol	C(C(C(C(CO)O)O)O)O
D-Galactosamine	C(C1C(C(C(C(O1)O)N)O)O)O
D-Tagatose 1-Phosphate	C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O
D-alanine	CC(C(=O)O)N
D-alanyl-D-alanine	CC(C(=O)NC(C)C(=O)O)N
D-arginine	C(CC(C(=O)O)N)CN=C(N)N
D-aspartate	C(C(C(=O)O)N)C(=O)O
D-glucarate	C(C(C(C(=O)O)O)O)(C(C(=O)O)O)O
D-glucitol	C(C(C(C(C(CO)O)O)O)O)O
D-gluconic acid	C(C(C(C(C(C(=O)O)O)O)O)O)O
D-glucuronate 1-phosphate	C1(C(C(OC(C1O)OP(=O)(O)O)C(=O)O)O)O
D-glucurono-6,3-lactone	C(=O)C(C1C(C(C(=O)O1)O)O)O
D-lactaldehyde	CC(C=O)O
D-lactate	CC(C(=O)O)O
D-ornithine	C(CC(C(=O)O)N)CN
D-proline	C1CC(NC1)C(=O)O
D-ribulose	C(C(C(C(=O)CO)O)O)O
D-serine	C(C(C(=O)O)N)O
D-tagatose	C1C(C(C(C(O1)(CO)O)O)O)O
D-tagatose-6-phosphate	C(C1C(C(C(O1)(CO)O)O)O)OP(=O)(O)O
D-xylonolactone	C1C(C(C(C(=O)O1)O)O)O
D-xylose	C1C(C(C(C(O1)O)O)O)O
D-xylulose	C(C(C(C(=O)CO)O)O)O
D-xylulose-1-phosphate	C(C(C(C(=O)COP(=O)(O)O)O)O)O
D-xylulose-5-phosphate	C(C(C(C(=O)CO)O)O)OP(=O)(O)O
DHA	C1C(C(C(OC1(C(=O)O)O)C(=O)O)O)O
DHAP	C(C(=O)COP(=O)(O)O)O
Decadienoyl Carnitine	CCCCCC=CC=CC(=O)C(CC(=O)[O-])(C[N+](C)(C)C)O
Deoxycholic acid 3-sulfate	CC(CCC(=O)O)C1CCC2C1C(CC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)O
Diazepam	CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3
Dibenzo[A,L]Pyrene	C1=CC=C2C(=C1)C=C3C=CC4=C5C3=C2C6=CC=CC=C6C5=CC=C4
Dibenzo[A,L]Pyrene-11,12-Diol	C1=CC=C2C(=C1)C3=CC=CC4=C3C5=C2C6=C(C=C5C=C4)C(C(C=C6)O)O
Dihomo-Gamma-Linolenoyl Ethanolamide	CCCCCC=CCC=CCC=CCCCCCCC(=O)NCCO
Docosahexaenoyl Ethanolamide	CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)NCCO
Docosanedioicacid	C(CCCCCCCCCCC(=O)O)CCCCCCCCCC(=O)O
Dodecanedioic Acid	C(CCCCCC(=O)O)CCCCC(=O)O
Dopamine 4-O-Sulphate	C1=CC(=C(C=C1CCN)O)OS(=O)(=O)O
Dopamine-4-O-Glucuronide	C1=CC(=C(C=C1CCN)O)OC2C(C(C(C(O2)C(=O)O)O)O)O
Dynorphin B	CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)NC(CCCN=C(N)N)C(=O)NC(CCC(=O)N)C(=O)NC(CC1=CC=CC=C1)C(=O)NC(CCCCN)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CC2=CC=CC=C2)NC(=O)CNC(=O)CNC(=O)C(CC3=CC=C(C=C3)O)N
Dynorphin B (10-13)	CC(C)C(C(=O)NC(C(C)C)C(=O)NC(C(C)O)C(=O)O)NC(=O)C(CCCCN)N
Dynorphin B (6-9)	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCC(=O)N)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCCN=C(N)N)N
EPA	CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O
Ethylmalonic Acid	CCC(C(=O)O)C(=O)O
Ethylmalonyl Coenzyme A	CCC(C(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
F1alpha	CC(=O)NC1C(C(C(OC1OCC(C(=O)O)N)COC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)O)O)O)NC(=O)C)O)O
FAD	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FADH2	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(COP(=O)(O)OP(=O)(O)OCC4C(C(C(O4)N5C=NC6=C(N=CN=C65)N)O)O)O)O)O
FAICAR	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)NC=O)C(=O)N
FMN	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
Fe2+	[Fe+2]
Fe3+	[Fe+3]
GA1	CC12C(CCC3(C1C(C45C3CCC(C4)(C(=C)C5)O)C(=O)O)OC2=O)O
GAP	C(C(C=O)O)OP(=O)(O)O
GAR	C(C1C(C(C(O1)NC(=O)CN)O)O)OP(=O)(O)O
GD3	[Gd]
GDP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
GDP-4-dehydro-6-deoxy-D-mannose	CC1C(=O)C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O
GDP-L-fucose	CC1C(C(C(C(O1)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C3N=C(NC4=O)N)O)O)O)O)O
GDP-mannose	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OC4C(C(C(C(O4)CO)O)O)O)O)O)N=C(NC2=O)N
GM1alpha	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)COC4(CC(C(C(O4)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)OC5C(C(C(C(O5)CO)O)O)O)NC(=O)C)O)O)O)O)NC(=O)C)O
GMP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=C(NC2=O)N
GQ1c	CCCCCCCCCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)CC(=O)C)OC6(CC(C(C(O6)C(C(CO)OC7(CC(C(C(O7)C(C(CO)OC8(CC(C(C(O8)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
GSH	C(CC(=O)NC(CS)C(=O)NCC(=O)O)C(C(=O)O)N
GSSG	C(CC(=O)NC(CSSCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=O)NCC(=O)O)C(C(=O)O)N
GT1a	CCCCCCCCCCCCCC=CC(C(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)OC5(CC(C(C(O5)C(C(CO)OC6(CC(C(C(O6)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)O)C(=O)O)O)NC(=O)C)OC7(CC(C(C(O7)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)NC=O)O
GT2	C1=CC(=C(C=C1C(=O)NO)NC(=O)C2=C(C=C(C=C2)Cl)Cl)Cl
GTP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C(NC2=O)N
Ganglioside Gm1	CCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)OC5(CC(C(C(O5)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
Gliclazide	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN2CC3CCCC3C2
Glucose-1,3-Mannose Oligosaccharide	C(C1C(C(C(C(O1)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O
Glutaconate	C(C=CC(=O)O)C(=O)O
Glutaconyl Coenzyme A	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCC(=O)O)O
Glutaminyl-Arginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCCN=C(N)N)NC(=O)C(CCC(=O)N)N
Glutaminyl-Asparaginyl-Glutamine	C(CC(=O)N)C(C(=O)NC(CC(=O)N)C(=O)NC(CCC(=O)N)C(=O)O)N
Glutaminyl-Asparaginyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC(=O)N)NC(=O)C(CCC(=O)N)N
Glutaminyl-Histidyl-Histidine	C1=C(NC=N1)CC(C(=O)NC(CC2=CN=CN2)C(=O)O)NC(=O)C(CCC(=O)N)N
Glutaminyl-Histidyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)N)N
Glutaminyl-Lysyl-Lysine	C(CCN)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)N)N
Glutaminyl-Lysyl-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)C(CCC(=O)N)N
Glutaminyl-Tyrosyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CCC(=O)N)N
Glutamyl-Glutamate	C(CC(=O)[O-])C(C(=O)NC(CCC(=O)[O-])C(=O)[O-])[NH3+]
Glutamyl-Isoleucyl-Lysine	CCC(C)C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)O)N
Glutamyl-Leucine	CC(C)CC(C(=O)O)NC(=O)C(CCC(=O)O)N
Glutamyl-Methionine	CSCCC(C(=O)O)NC(=O)C(CCC(=O)O)N
Glutamyl-Threonine	CC(C(C(=O)O)NC(=O)C(CCC(=O)O)N)O
Glutamyl-Threonyl-Lysine	CC(C(C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCC(=O)O)N)O
Glutamyl-Tryptophanyl-Alanine	CC(C(=O)O)NC(=O)C(CC1=CNC2=CC=CC=C21)NC(=O)C(CCC(=O)O)N
Glutarate	C(CC(=O)O)CC(=O)O
Glycerol 2-Phosphate	C(C(CO)OP(=O)(O)O)O
Glycochenodeoxycholic acid 3-sulfate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)C
Glycocholic acid 3-sulfate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)O)C
Glycodeoxycholic acid 3-sulfate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)OS(=O)(=O)O)C)O)C
Glycoursodeoxycholic acid 3-sulfate	CC(CCC(=O)NCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)OS(=O)(=O)O)C)O)C
Glycyl-Glycine	C(C(=O)NCC(=O)O)N
Glycyl-Histidyl-Asparagine	C1=C(NC=N1)CC(C(=O)NC(CC(=O)N)C(=O)O)NC(=O)CN
Glycyl-Histidyl-Lysine	C1=C(NC=N1)CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CN
Glycyl-Lysyl-Cysteine	C(CCN)CC(C(=O)NC(CS)C(=O)O)NC(=O)CN
Glycyl-Lysyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)C(CCCCN)NC(=O)CN
Glycyl-Phenylalanine	C1=CC=C(C=C1)CC(C(=O)O)NC(=O)CN
Glycyl-Tyrosyl-Lysine	C1=CC(=CC=C1CC(C(=O)NC(CCCCN)C(=O)O)NC(=O)CN)O
Glycyl-Valyl-Histidine	CC(C)C(C(=O)NC(CC1=CN=CN1)C(=O)O)NC(=O)CN
Glycylleucine	CC(C)CC(C(=O)O)NC(=O)CN
Glycylproline	C1CC(N(C1)C(=O)CN)C(=O)O
Glycylsarcosine	CN(CC(=O)O)C(=O)CN
H+	[H+]
H2O	O
H2O2	OO
H2S	S
H2S2O3	OS(=O)(=S)O
HCO3-	C(=O)(O)[O-]
HDL	C(C(C(=O)NO)O)(C(C(=O)O)O)O
HMA	C1CCCN(CC1)C2=NC(=C(N=C2Cl)C(=O)N=C(N)N)N
HMG-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(C)(CC(=O)O)O)O
Hexadecanedioic Acid Mono-L-Carnitine Ester	C[N+](C)(C)CC(CC(=O)[O-])OC(=O)CCCCCCCCCCCCCCC(=O)O
