(+)-alpha-pinene	CC1=CCC2CC1C2(C)C
1,2-dihydroxy-5-(methylthio)pent-1-en-3-one	CSCCC(=O)C(=CO)O
1,2-naphthoquinone	C1=CC=C2C(=C1)C=CC(=O)C2=O
1,3-bisphospho-D-glycerate	C(C(C(=O)OP(=O)(O)O)O)OP(=O)(O)O
1,3-diaminopropane	C(CN)CN
1,4-Dihydroxy-midazolam	C1=CC=C(C(=C1)C2=NC(C3=CN=C(N3C4=C2C=C(C=C4)Cl)CO)O)F
1,4-dihydroxynaphthalene	C1=CC=C2C(=C1)C(=CC=C2O)O
1,4-naphthoquinone	C1=CC=C2C(=O)C=CC(=O)C2=C1
1-(1-alkenyl)-sn-glycero-3-phosphoethanolamine	
1-(3-pyridinyl)-1,4-butanediol	C1=CC(=CN=C1)C(CCCO)O
1-(methylnitrosoamino)-4-(3-pyridinyl)-1,4-butanediol	CN(C(CCC(C1=CN=CC=C1)O)O)N=O
1-Alkyl-2-Acetyl-Sn-Glycerol 3-Phosphate	
1-Alkyl-Sn-Glycerol 3-Phosphate	
1-Arachidonoyl-Glycero-3-Phosphocholine	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
1-Arachidonoyl-Sn-Glycero-3-Phosphoethanolamine	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OCCN)O
1-Arachidonoylglycerophosphoinositol	CCCCCC=CCC=CCC=CCC=CCCCC(=O)OCC(COP(=O)(O)OC1C(C(C(C(C1O)O)O)O)O)O
1-Didecanoylglycerophosphoethanolamine (C12:0 Pe)	
1-Dihomo-Linolenoylglycerophosphocholine (20:3, Delta 8, 11, 14), Lysopc A C20:3	
1-Dihomo-Linolenoylglycerophosphoethanolamine (20:3, Delta 8, 11, 14)	
1-Docosahexaenoylglycerophosphocholine	
1-Docosahexenoylglyceroethanolamine (Delta 4, 7, 10, 13, 16, 19), Lpe (22:6)	
1-Docosahexenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16, 19), Sn1-Lpc (22:6)	
1-Docosapentenoylglycerophosphocholine (Delta 4, 7, 10, 13, 16), Sn1-Lpc (22:5)-W6	
1-Docosapentenoylglycerophosphocholine (Delta 7, 10, 13, 16, 19), Sn1-Lpc (22:5)-W3	
1-Docosatetraenoylglycerophosphocholine (Delta 7, 10, 13, 16), Sn1-Lpc (22:4)	
1-Eicosadienoylglycerophosphocholine (Delta 11,14)	
1-Eicosapentenoylglycerophosphocholine (Delta 5, 8, 11, 14, 17), Sn1-Lpc (20:5)	
1-Eicosatetraenoylglycerophosphocholine (Delta 8, 11, 14, 17), Sn1-Lpc (20:4)	
1-Eicosatrienoylglycerophosphocholine (Delta 11, 14, 17)	
1-Eicosatrienoylglycerophosphoethanolamine (Delta 11, 14, 17), Lpe (20:3)	
1-Eicosenoylglycerophosphocholine (Delta 11) ,Sn1-Lpc (20:1)	
1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12)	
1-Heptadecanoylglycerophosphocholine	CCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
1-Heptadecanoylglycerophosphoethanolamine (C17:0 Pe)	
1-Hexadecenoylglycerophosphoethanolamine (C16:1 Pe, Delta 9)	
1-Lignocericylglycerophosphocholine (24:0), Lysopc A C24	
1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12)	
1-Linoleoylglycerophosphocholine (Delta 9,12)	
1-Linoleoylglycerophosphoethanolamine (Delta 9,12)	
1-Myristoylglycerophosphocholine	CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
1-Myristoylglycerophosphoethanolamine (C14:0 Pe)	
1-Nonadecanoylglycerophosphocholine, Sn1-Lpc (19:0)	
1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 6, 9, 12)	
1-Octadeca-Trienoylglycerophosphocholine, Sn1-Lpc (18:3, Delta 9, 12, 15)	
1-Oleoylglycerophosphocholine (Delta 9)	
1-Oleoylglycerophosphoethanolamine (Delta 9)	
1-Palmitoleoylglycerophosphocholine (Delta 9)	
1-Palmitoylglycerophosphocholine	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)O
1-Palmitoylglycerophosphoethanolamine	
1-Palmitoylglycerophosphoinositol	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)O
1-Pentadecanoylglycerophosphocholine, Sn1-Lpc (15:0)	
1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe)	
1-Stearoylglycerophosphocholine	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)O
1-Stearoylglycerophosphoethanolamine	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[NH3+])O
1-Stearoylglycerophosphoinositol	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OC1C(C(C(C(C1O)O)O)O)O)O
1-Timnodnoyl-Cholesterol, Cholesterol-Ester (20:5, Delta 5,8,11,14,17)	
1-Tridecanoylglycerophosphoethanolamine (C13:0 Pe)	
1-Vaccenoyl-Cholesterol, Cholesterol-Ester (18:1, Delta 11)	
1-acyl-PE pool	
1-acylglycerol-3P pool	
1-acylglycerol-3P-10,13,16,19-doco	
1-acylglycerol-3P-10,13,16-docosa	
1-acylglycerol-3P-10-heptade	
1-acylglycerol-3P-11,14,17-eico	
1-acylglycerol-3P-11,14-eicosa	
1-acylglycerol-3P-11-docose	
1-acylglycerol-3P-11-eico	
1-acylglycerol-3P-12,15,18,21-tetra	
1-acylglycerol-3P-13,16,19-doco	
1-acylglycerol-3P-13,16-docosa	
1-acylglycerol-3P-13-docose	
1-acylglycerol-3P-13-eicose	
1-acylglycerol-3P-13-octade	
1-acylglycerol-3P-15-tetra	
1-acylglycerol-3P-4,7,10,13,16,19-doco	
1-acylglycerol-3P-4,7,10,13,16-docosa	
1-acylglycerol-3P-5,8,11,14,17-eico	
1-acylglycerol-3P-5,8,11-eico	
1-acylglycerol-3P-5-tetrade	
1-acylglycerol-3P-6,9,12,15,18,21-tetra	
1-acylglycerol-3P-6,9,12,15,18-tetraco	
1-acylglycerol-3P-6,9,12,15-octa	
1-acylglycerol-3P-6,9-octa	
1-acylglycerol-3P-7,10,13,16,19-docosa	
1-acylglycerol-3P-7,10,13,16-docosa	
1-acylglycerol-3P-7-hexade	
1-acylglycerol-3P-7-octade	
1-acylglycerol-3P-7-tetrade	
1-acylglycerol-3P-8,11,14,17-eico	
1-acylglycerol-3P-8,11-eico	
1-acylglycerol-3P-9,12,15,18,21-tetra	
1-acylglycerol-3P-9,12,15,18-tetraco	
1-acylglycerol-3P-9-eicose	
1-acylglycerol-3P-9-heptade	
1-acylglycerol-3P-9-octade	
1-acylglycerol-3P-9-tetrade	
1-acylglycerol-3P-arach	
1-acylglycerol-3P-bile-PC pool	
1-acylglycerol-3P-cis-vac	
1-acylglycerol-3P-dihomo-gamma	
1-acylglycerol-3P-docosa	
1-acylglycerol-3P-eico	
1-acylglycerol-3P-gamma-lin	
1-acylglycerol-3P-heneico	
1-acylglycerol-3P-heptade	
1-acylglycerol-3P-hexacosa	
1-acylglycerol-3P-hexecose	
1-acylglycerol-3P-laur	
1-acylglycerol-3P-lin	
1-acylglycerol-3P-linolen	
1-acylglycerol-3P-myrist	
1-acylglycerol-3P-nanode	
1-acylglycerol-3P-ol	
1-acylglycerol-3P-palm	
1-acylglycerol-3P-palmn	
1-acylglycerol-3P-pentade	
1-acylglycerol-3P-stea	
1-acylglycerol-3P-tetraco	
1-acylglycerol-3P-trico	
1-acylglycerol-3P-tridec	
1-acylglycerol-LD-PC pool	
1-acylglycerol-LD-PE pool	
1-acylglycerol-LD-PI pool	
1-acylglycerol-LD-PS pool	
1-acylglycerol-LD-SM pool	
1-acylglycerol-LD-TG1 pool	
1-acylglycerol-VLDL pool	
1-acylglycerol-chylomicron pool	
1-alkyl-2-acetyl-sn-glycerol	
1-alkyl-2-acylglycerol	
1-alkyl-2-acylglycerophosphoethanolamine	
1-alkyl-2-lysoglycerol-3-phosphocholine	
1-alpha,25-dihydroxyvitamin D2	CC(C=CC(C)C(C)(C)O)C1CCC2C1(CCCC2=CC=C3CC(CC(C3=C)O)O)C
1-hydroperoxy-8-carboxyoctyl-3,4-epoxynon-(2E)-enyl-ether	B1(OC(C(O1)(C)C)(C)C)C2=CC=C(C=C2)N
1-hydroxy S-ibuprofen	
1-hydroxy S-ibuprofen-glucuronide	
1-methylnicotinamide	C[N+]1=CC=CC(=C1)C(=O)N
1-naphthol	C1=CC=C2C(=C1)C=CC=C2O
1-naphthylamine	C1=CC=C2C(=C1)C=CC=C2N
1-nitro-5,6-dihydroxy-dihydronaphthalene	C1=CC2=C(C=CC(C2O)O)C(=C1)[N+](=O)[O-]
1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene	C1=CC2=C(C=CC(C2SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)C(=C1)[N+](=O)[O-]
1-nitro-5-hydroxy-6-glutathionyl-5,6-dihydronaphthalene	C1=CC2=C(C=CC(C2O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=C1)[N+](=O)[O-]
1-nitro-7-glutathionyl-8-hydroxy-7,8-dihydronaphthalene	C1=CC2=C(C(C(C=C2)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)O)C(=C1)[N+](=O)[O-]
1-nitro-7-hydroxy-8-glutathionyl-7,8-dihydronaphthalene	C1=CC2=C(C(C(C=C2)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N)C(=C1)[N+](=O)[O-]
1-nitronaphthalene	C1=CC=C2C(=C1)C=CC=C2[N+](=O)[O-]
1-nitronaphthalene-5,6-oxide	C1=CC2=C(C=CC3C2O3)C(=C1)[N+](=O)[O-]
1-nitronaphthalene-7,8-oxide	C1=CC2=C(C3C(O3)C=C2)C(=C1)[N+](=O)[O-]
1-nitrosonaphthalene	C1=CC=C2C(=C1)C=CC=C2N=O
1-organyl-2-lyso-sn-glycero-3-phosphocholine	
1-phosphatidyl-1D-myo-inositol-3,4-bisphosphate	C(C(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)OC=O)OC=O
1-phosphatidyl-1D-myo-inositol-3-phosphate	C(C(COP(=O)(O)OC1C(C(C(C(C1O)OP(=O)(O)O)O)O)O)C(=O)O)C(=O)O
1-phosphatidyl-1D-myo-inositol-4-phosphate	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OC1C(C(C(C(C1O)O)OP(=O)([O-])[O-])O)O)OC(=O)CCCCCCCCCCCCCCC
1-phosphatidyl-1D-myo-inositol-5-phosphate	
1-phosphatidyl-myo-inositol-3,5-bisphosphate	
1-piperideine-6-carboxylate	C1CC=NC(C1)C(=O)[O-]
1-pyrroline	C1CC=NC1
1-pyrroline-5-carboxylate	C1CC(N=C1)C(=O)O
1-radyl-2-acyl-sn-glycero-3-phosphocholine	C[N+](C)(C)CCOP(=O)(O)OCC(CO)OC=O
10,11-dihydro-12-epi-LTB4	
10,11-dihydro-12-oxo-LTB4	CCCCCC=CCC(=O)CCC=CC=CC(CCCC(=O)O)O
10,11-dihydro-12R-hydroxy-LTC4	
10,11-dihydro-20-dihydroxy-LTB4	C(CCC(O)O)CC=CCC(CCC=CC=CC(CCCC(=O)O)O)O
10,11-dihydro-20-trihydroxy-LTB4	C(CCC(O)(O)O)CC=CCC(CCC=CC=CC(CCCC(=O)O)O)O
10,11-dihydro-LTB4	CCCCCC=CCC(CCC=CC=CC(CCCC(=O)O)O)O
10,11-dihydro-LTB4-CoA	
10,11-epoxy-(4Z,7Z)-hexadecadienoic acid	
10,13,16,19-docosatetraenoic acid	CCC=CCC=CCC=CCC=CCCCCCCCCC(=O)O
10,13,16,19-docosatetraenoyl-CoA	
10,13,16,19-docosatetraenoylcarnitine	
10,13,16-docosatrienoyl-CoA	
10,13,16-docosatrienoylcarnitine	
10,13,16-docosatriynoic acid	CCCCCC#CCC#CCC#CCCCCCCCCC(=O)O
10-HETE	CCCCCC=CCC=CC(C=CCC=CCCCC(=O)O)O
10-formyl-THF	C1C(NC2=C(N1)N=C(NC2=O)N)CN(C=O)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
10-formyl-THF-glu(5)	
10-formyl-THF-glu(6)	
10-formyl-THF-glu(7)	
10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide	
11,12,15-THETA	CCCCCC(C=CC(C(CC=CCC=CCCCC(=O)O)O)O)O
11,12-DHET	CCCCCC=CCC(C(CC=CCC=CCCCC(=O)O)O)O
11,12-EET	CCCCCC=CCC1C(O1)CC=CCC=CCCCC(=O)O
11,12-dihydroxy-(5E,7E,9E,14Z)-eicosatetraenoate	
11,14,15-THETA	CCCCCC(C(C=CC(CC=CCC=CCCCC(=O)O)O)O)O
11,15-cyclo-12,14-cycloperoxy-8-hydroperoxy-(5Z,9E)-eicosadienoate	
11,15-cyclo-8,12,14-trihydroxy-(5Z,9E)-eicosadienoic acid	
11-Eicosenoyl Coenzyme A	
11-HETE	CCCCCC=CC=CC(CC=CCC=CCCCC(=O)O)O
11-HpODE	CCCCCC=CC(C=CCCCCCCCC(=O)O)OO
11-Octadecenoyl Carnitine	
11-Octadecenoyl Coenzyme A	CCCCCCC=CCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
11-carboxy-alpha-chromanol	
11-carboxy-alpha-tocotrienol	
11-carboxy-gamma-chromanol	
11-carboxy-gamma-tocotrienol	
11-cis-retinal	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
11-cis-retinol	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
11-dehydro-thromboxane B2	CCCCCC(C=CC1C(C(CC(=O)O1)O)CC=CCCCC(=O)O)O
11-deoxycorticosterone	CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C
11-deoxycortisol	CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C(=O)CO)O)C
11-trans-LTE4	CCCCCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N
11beta-hydroxyandrost-4-ene-3,17-dione	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4=O)C)O
11beta-hydroxyprogesterone	CC(=O)C1CCC2C1(CC(C3C2CCC4=CC(=O)CCC34C)O)C
11h-14,15-EETA	CCCCCC1C(O1)C=CC(CC=CCC=CCCCC(=O)O)O
12(13)-EpOME	CCCCCC1C(O1)CC=CCCCCCCCC(=O)O
12(R)-HPETE	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO
12(S)-HETE	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)O
12(S)-HHT	CCCCCC(C=CC=CCC=CCCCC(=O)O)O
12(S)-HPETE	CCCCCC=CCC(C=CC=CCC=CCCCC(=O)O)OO
12,13-epoxy-(6Z,9Z)-octadecadienoic acid	
12,13-epoxy-9-alkoxy-(10E)-octadecenoate	
12,13-epoxy-9-hydroperoxy-(10E)-octadecenoate	
12,13-epoxylinoleic acid-radical	
12,13-hydroxyoctadec-9(z)-enoate	CCCCCC(C(CC=CCCCCCCCC(=O)O)O)O
12,15,18,21-tetracosatetraenoic acid	CCC=CCC=CCC=CCC=CCCCCCCCCCCC(=O)O
12,15,18,21-tetracosatetraenoyl-CoA	
12,15,18,21-tetracosatetraenoylcarnitine	
12,20-diHETE	C(CCC=CCC(C=CC=CCC=CCCCC(=O)O)O)CCO
12,20-dioxo-LTB4	C(CCC=O)CC=CCC(=O)C=CC=CC=CC(CCCC(=O)O)O
12-Dehydrocholic acid; 12-Oxodeoxycholic acid; 12oxo-3alpha,7alpha-Dihydroxy-5beta-cholan-24-oic acid	
12-HT or M-VI, 12-hydroxy tacrolimus	
12-O-D-glucuronoside-13-hydroxyoctadec-(9Z)-enoate	
12-epi-LTB4	CCCCCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O
12-hetre	
12-hydroperoxyeicosatetraenoate-glyceryl-ester	
12-hydroxy-13-O-D-glucuronoside-octadec-(9Z)-enoate	
12-hydroxy-arachidonate	
12-hydroxydodecanoic acid	C(CCCCCC(=O)O)CCCCCO
12-keto-LTB4	CCCCCC=CCC(=O)C=CC=CC=CC(CCCC(=O)O)O
12-oxo-10,11-dihydro-20-COOH-LTB4	C(CCC(=O)O)CC=CCC(=O)CCC=CC=CC(CCCC(=O)O)O
12-oxo-20-carboxy-LTB4	
12-oxo-20-dihydroxy-LTB4	
12-oxo-20-hydroxy-LTB4	C(CCC=CCC(=O)C=CC=CC=CC(CCCC(=O)O)O)CCO
12-oxo-20-trihydroxy-LTB4	
12-oxo-c-LTB3	CCCCCC=CCC(=O)CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)NCC(=O)O)NC(=O)CCC(C(=O)O)N
12-oxoETE	CCCCCC=CCC(=O)C=CC=CCC=CCCCC(=O)O
12-peroxy-(5Z,8Z,10E,14Z)-eicosatetraenoate	
13(S)-HODE	CCCCCC(C=CC=CCCCCCCCC(=O)O)O
13(S)-HPODE	CCCCCC(C=CC=CCCCCCCCC(=O)O)OO
13,14-dihydro-15-keto-PGD2	CCCCCC(=O)CCC1C(C(CC1=O)O)CC=CCCCC(=O)O
13,14-dihydro-15-oxo-lipoxin A4	CCCCCC(=O)CCC=CC=CC=CC(C(CCCC(=O)O)O)O
13,14-dihydro-lipoxin A4	CCCCCC(CCC=CC=CC=CC(C(CCCC(=O)O)O)O)O
13,15-O-didesmethyl tacrolimus	
13,16,19-docosatrienoic acid	CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O
13,16,19-docosatrienoyl-CoA	
13,16,19-docosatrienoylcarnitine	
13,31-O-Didesmethyl-tacrolimus	
13-Docosenoyl Coenzyme A	
13-HETE	CCCCCC=CC(C=CCC=CCC=CCCCC(=O)O)O
13-O-desmethyl tacrolimus, 13-DMT or M-I	
13-carboxy-alpha-tocopherol	
13-carboxy-alpha-tocotrienol	
13-carboxy-gamma-tocopherol	
13-carboxy-gamma-tocotrienol	
13-cis-oxo-retinoate	
13-cis-retinal	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC=O)C)C
13-cis-retinoate	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)[O-])C)C
13-cis-retinol	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CCO)C)C
13-cis-retinoyl-beta-D-glucuronide	CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)OC2C(C(C(C(O2)C(=O)O)O)O)O)C)C
13-cis-retinoyl-glucuronide	
13-hydroxy-alpha-tocopherol	CC1=C(C2=C(CCC(O2)(C)CCCC(C)CCCC(C)CCCC(C)CO)C(=C1O)C)C
13-hydroxy-alpha-tocotrienol	
13-hydroxy-gamma-tocopherol	CC1=C(C=C2CCC(OC2=C1C)(C)CCCC(C)CCCC(C)CCCC(C)CO)O
13-hydroxy-gamma-tocotrienol	
13-oxy-radical-octadecadienoate	
14,15-DHET	CCCCCC(C(CC=CCC=CCC=CCCCC(=O)O)O)O
14,15-DiHETE	CCC=CCC(C(CC=CCC=CCC=CCCCC(=O)O)O)O
14,15-EET	CCCCCC1C(O1)CC=CCC=CCC=CCCCC(=O)O
14-demethyllanosterol	CC(CCC=C(C)C)C1CCC2C1(CCC3=C2CCC4C3(CCC(C4(C)C)O)C)C
14-hydroxytetradecanoic acid	C(CCCCCCC(=O)O)CCCCCCO
15(R)-HEPE	CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)O
15(R)-HETE	CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)O
15(R)-HpEPE	
15(S)-HEPE	CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)O
15(S)-HETrE	CCCCCC(C=CC=CCC=CCCCCCCC(=O)O)O
15(S)-HPETE	CCCCCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
15(S)-HpEPE	CCC=CCC(C=CC=CCC=CCC=CCCCC(=O)O)OO
15,31-O-Didesmethyl-tacrolimus	
15-DMT or M-III, 15-O-desmethyl tacrolimus	
15-HpETrE	
15-Keto-Prostaglandin F2A	CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O
15-dehydro-prostaglandin D2	CCCCCC(=O)C=CC1C(C(CC1=O)O)CC=CCCCC(=O)O
15-deoxy-PGD2	CCCCCC=CC=C1C(C(CC1=O)O)CC=CCCCC(=O)O
15-deoxy-delta-12,14-PGD2	
15-deoxy-delta-12,14-PGJ2	CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
15-deoxy-prostaglandin J2	CCCCCC=CC=C1C(C=CC1=O)CC=CCCCC(=O)O
15-epi-lipoxin A4	CCCCCC(C=CC=CC=CC=CC(C(CCCC(=O)O)O)O)O
15-epi-lipoxin A5	
15-epi-lipoxin B4	CCCCCC(C(C=CC=CC=CC=CC(CCCC(=O)O)O)O)O
15-epi-lipoxin B5	CCC=CCC(C(C=CC=CC=CC=CC(CCCC(=O)O)O)O)O
15-keto-prostaglandin F2alpha	CCCCCC(=O)C=CC1C(CC(C1CC=CCCCC(=O)O)O)O
15-oxo-lipoxin A4	CCCCCC(=O)C=CC=CC=CC=CC(C(CCCC(=O)O)O)O
15-oxo-prostaglandin E2-glyceryl ester	
15H-11,12-EETA	CCCCCC(C=CC1C(O1)CC=CCC=CCCCC(=O)O)O
16(R)-HETE	CCCCC(C=CCC=CCC=CCC=CCCCC(=O)O)O
16(S)-hydroxy-18-oxo-18-CoA-LTE4	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N)O)O
16,18-oxo-18-CoA-dinor-LTE4	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)CCCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N)O
16-glucuronide-estriol	CC12CCC3C(C1CC(C2O)OC4C(C(C(C(O4)C(=O)O)O)O)O)CCC5=C3C=CC(=C5)O
16-hydroxyhexadecanoic acid	C(CCCCCCCC(=O)O)CCCCCCCO
16alpha-hydroxydehydroepiandrosterone	CC12CCC(CC1=CCC3C2CCC4(C3CC(C4=O)O)C)O
16alpha-hydroxyestrone	CC12CCC3C(C1CC(C2=O)O)CCC4=C3C=CC(=C4)O
16e-18-oxo-18-CoA-dinor-LTE4	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C=CCCCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N)O
17-HETE	CCCC(CC=CCC=CCC=CCC=CCCCC(=O)O)O
17alpha,21-dihydroxypregnenolone	CC12CCC(CC1=CCC3C2CCC4(C3CCC4(C(=O)CO)O)C)O
17alpha-hydroxypregnenolone	CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)O)C)C)O
17alpha-hydroxypregnenolone sulfate	CC(=O)C1(CCC2C1(CCC3C2CC=C4C3(CCC(C4)OS(=O)(=O)O)C)C)O
17alpha-hydroxyprogesterone	CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
17beta-estradiol-2,3-quinone	CC12CCC3C(C1CCC2O)CCC4=CC(=O)C(=O)C=C34
17beta-estradiol-2,3-semiquinone	
17beta-estradiol-3,4-quinone	CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=O)C4=O
17beta-estradiol-3,4-semiquinone	
18(R)-hydroxy-20-oxo-20-CoA-LTE4	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC=CCC=CC=CC=CC(C(CCCC(=O)O)O)SCC(C(=O)O)N)O)O
18,20-dioxo-20-CoA-LTB4	
18-COOH-(15E)-dinor-LTE4-CoA	
18-COOH-(16E)-dinor-LTE5-CoA	
18-COOH-LTB4	
18-COOH-LTE4	
18-CoA-18-oxo-dinor-LTB4	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)O
18-HETE	CCC(CCC=CCC=CCC=CCC=CCCCC(=O)O)O
18-hydroxy-all-trans-retinoate	CC(=CC=CC(=CC(=O)O)C)C=CC1=C(CCCC1(C)C)CO
18-hydroxy-arachidonate	
18-hydroxycorticosterone	CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4C(=O)CO)CO)O
19(S)-HETE	CC(CCCC=CCC=CCC=CCC=CCCCC(=O)O)O
19-Hydroxyandrost-4-Ene-3,17-Dione	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34CO
19-hydroxyandrostenedione	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34CO
19-hydroxytestosterone	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34CO
19-oxo-testosterone	CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C=O
19-oxoandrostenedione	CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34C=O
1D-myo-inositol-1,3,4,5,6-pentakisphosphate	
1D-myo-inositol-1,3,4,5-tetrakisphosphate	
1D-myo-inositol-1,3,4,6-tetrakisphosphate	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)O)OP(=O)(O)O)OP(=O)(O)O)O
1D-myo-inositol-1,3,4-trisphosphate	
1D-myo-inositol-1,4,5,6-tetrakisphosphate	C1(C(C(C(C(C1OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)OP(=O)(O)O)O)O
1D-myo-inositol-1,4-bisphosphate	C1(C(C(C(C(C1OP(=O)(O)O)O)O)OP(=O)(O)O)O)O
1D-myo-inositol-3,4-bisphosphate	C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O
1D-myo-inositol-3-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
1D-myo-inositol-4-phosphate	C1(C(C(C(C(C1O)O)OP(=O)(O)O)O)O)O
1D-myo-inositol-bisdiphosphate-tetrakisphosphate	
1a,11b-dihydro-4,9-dimethylbenz[a]anthra[3,4-b]oxirene	CC1=C2C=CC3=C(C2=C(C4=CC=CC=C14)C)C=CC5C3O5
2(R),6-dimethyl-heptanoyl-CoA	
2(S),6-dimethyl-heptanoyl-CoA	
2(S)-pristanal	CC(C)CCCC(C)CCCC(C)CCCC(C)C=O
2,2-dichloro-1,1-ethanediol	C(C(Cl)Cl)(O)O
2,2-dichloroacetaldehyde	C(=O)C(Cl)Cl
2,3-Dihydro-1H-Indole-5,6-Dione	C1CNC2=CC(=O)C(=O)C=C21
